Is Complete?,Name,Email,Company Name,Provider Type,Category,Hero Image,Hero File Name,Membership Tier,Logo Image,Logo File Name,Street,City,State,Zip,Phone,Website,Description,Lat,Lng,National
yes,,northportland@taipt.com,Therapeutic Associates Sherwood,Physical Therapist,- Medical,,medical.jpeg,,,,4829 NE Martin Luther King Blvd. Suite 101,Portland,OR,97211,(503) 283-8133,https://www.therapeuticassociates.com/locations/oregon/portlandvancouver/north-portland/,"We are a team of movement professionals, deeply passionate about our work and our communities of athletes and patients, innovative and creative, balancing all we do in the pursuit of excellence.

Portland Athletic Center of Excellence (PACE) is one of the Pacific Northwest’s premier performance enhancement facilities. Through our dedication to athletes and our multidisciplinary approach, we are able to offer the most comprehensive resource base for athletes dedicated to attaining elite-level service to help accomplish all of their athletic goals. We embody what we prescribe and strive to leave a legacy in the field of sports performance and medicine.",42.9898645,-71.4689885,
yes,Providence Health Systems,invalid@providence.com,Providence ,Primary Care Physician (groups),- Medical,,medical.jpeg,Platinum,,providence-health-services,"4805 NE Glisan St
",Portland,OR,97213,503-574-6595,https://oregon.providence.org/our-services/p/primary-care/,"Providence Health & Services in Oregon is a not-for-profit Catholic network of hospitals, care centers, health plans, physicians, clinics, home health care and affiliated services guided by a Mission of caring that the Sisters of Providence began in the West nearly 160 years ago.",45.515249,-122.677975,
yes,,engage@teladochealth.com,Teladoc.com,Technology,- Medical,,medical.jpeg,,,,"2 Manhattanville Road, Suite 203",Purchase,NY,10577,(800) 835-2362,https://www.teladoc.com/,We have unified the combined capabilities and global market presence of our award-winning consumer experience brands to create the only comprehensive virtual care solution capable of serving organizations and people everywhere.,45.4978064,-122.597841,
yes,,provider@callondoc.com,Callon Doc,Technology,- Medical,,medical.jpeg,,,,1901 W Irving Blvd,Irving,TX,75061,214-305-2717,https://www.callondoc.com/en/home,"Nobody likes taking off work to see the doctor because germ-infested waiting rooms, expensive medical bills, hours of waiting in line and potentially embarrassing conversations with their doctor are not the things you want to do when you’re off from work. At CallonDoc.com we understand your frustration, which is why we are committed to providing affordable and confidential, quality medical care from wherever is convenient for you regardless of insurance. We are a family of compassionate healthcare professionals who work together to provide a better, affordable, and a less time-consuming option to the medical care crisis that faces so many of us today.",45.4958094,-122.8666011,
yes,,webmaster@multicare.org,MultiCare Virtual Care,Technology,- Medical,,medical.jpeg,,,,"PO Box 5299
 MS: 820-5-MKTG",Tacoma,WA,98415,253-403-1261,https://www.multicare.org/virtualcare/,"We treat the following Acne, Allergies/Hay fever, Asthma, Athlete’s foot, Birth control refill, Burn (minor), Canker or cold sore, Cold/Sinus infection, Epi pen refill, GERD, Influenza (flu), Jock itch, Lice, Low back pain, Malaria prevention, Motion sickness, Pertussis (whooping cough), Pink eye, Rashes, Ringworm, Shingles, Smoking cessation , Tick bite, Tinea (fungal skin infection), UTI, Yeast infection, Abdominal pain, Animal & insect bites, Asthma Rx refill, Blood pressure Rx refill, Sprains & strains, Upset stomach & nausea",45.4289469,-122.8308725,
yes,,invalid@friendlyhouse.com,Friendly House ,Senior Centers,- Support Groups,,SupportGroups.jpeg,,,,1737 NW 26th Avenue,Portland ,OR,97210,(503) 228-4391,https://www.friendlyhouseinc.org/,"Senior Program includes case management and information & assistance for older adults. SAGE offers case management and information & assistance plus advocacy, activities and housing resources for LGBT older adults.",45.5352612,-122.7050401,
yes,,staff@hollywoodseniorcenter.org,Hollywood Senior Center,Senior Centers,- Support Groups,,SupportGroups.jpeg,,,,1820 NE 40th Ave,Portland,OR,97212,503-288-8303,http://hollywoodseniorcenter.org/,"For more than 45 years, the Hollywood Senior Center has focused on offering a diverse range of services with the singular focus of empowering older adults to live their lives with independence, and a sense of fulfillment. Hollywood Senior Center is committed to addressing the social, cultural, environmental and economic needs that create barriers that impact the wellness of older adults.   ",45.5361657,-122.621679,
yes,,beavertonjazzercise@hotmail.com,Jazzercise,Aerobics,- Wellness,,Wellness.jpeg,Platinum,,,10089 SW Nimbus Ave,Beaverton,OR,97008,5036465299,https://www.jazzercise.com/location/jazzercise-beavertontigard-fitness-center,"Jazzercise Beaverton/Tigard Fitness Center in Beaverton, OR offers group fitness classes for all levels. Our classes incorporate HIIT cardio dance moves with strength training for the ultimate full-body workout that can slay your wellness goals.",45.4473118,-122.7915069,
yes,Sunset Swim Center,lwalker@thprd.org,Sunset Swim Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,13707 NW Science Park Dr,Portland,OR,97229,503-629-6315,http://www.thprd.org/facilities/aquatics/sunset-swim,"Sunset Swim Center is a 25-yard pool offering all levels of swim instruction as well as senior swim, fitness classes, specialized aquatics, open swims and family swims. The pool also hosts high school water polo and swimming teams.

Dry fitness classes are offered in the Sunset Classroom.  See schedule below.

Facility Features

- Average pool temperature is 85 degrees
- ADA Water/Aquatic lift available
- One-meter diving board
- Lap swim lane available most open hours
- Outdoor wading pool open during summer months
- Classroom available for rental",45.526198,-122.8186348,no
yes,Larena Dawson,Larena.Dawson@portlandoregon.gov,Charles Jordan Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,9009 N Foss Avenue,Portland,or,97203,503-823-3631,https://www.portlandoregon.gov/parks/60367,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
Developing and maintaining excellent facilities and places for public recreation and community building;
Providing dynamic recreation programs and services that promote health and well-being for all; Partnering with the community we serve.",45.5877389,-122.7113772,
yes,Neil Brown,garland.brown@portlandoregon.gov,East Portland Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,740 SE 106th Avenue,Portland,OR,97216,,https://www.portlandoregon.gov/parks/finder/index.cfm?&showresults=yes&searchtext=east%20portland%20community,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
Developing and maintaining excellent facilities and places for public recreation and community building;
Providing dynamic recreation programs and services that promote health and well-being for all;
Partnering with the community we serve.",45.515737,-122.5532085,
yes,Robert Donaldson,robert.donaldson@portlandoregon.gov,Montavilla Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,8219 NE Glisan Street,Portland,or,97220,503-823-4101,https://www.portlandoregon.gov/Parks/77443,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

- Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
- Developing and maintaining excellent facilities and places for public recreation and community building;
- Providing dynamic recreation programs and services that promote health and well-being for all;
- Partnering with the community we serve.",45.5278177,-122.5780389,
yes,Amorie Downing,amourie.downing@portlandoregon.gov,Matt Dishman Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,77 NE Knott Street,Portland,OR,97212,503-823-3673,https://www.portlandoregon.gov/parks/60406,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

- Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
- Developing and maintaining excellent facilities and places for public recreation and community building;
- Providing dynamic recreation programs and services that promote health and well-being for all;
- Partnering with the community we serve.",45.5421622,-122.664822,
yes,Adam McGowan,adam.mcgowan@portlandoregon.gov,Mt. Scott Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,5530 SE 72nd Avenue,Portland,OR,97206,503-823-3183,https://www.portlandoregon.gov/parks/60409,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
Developing and maintaining excellent facilities and places for public recreation and community building;
Providing dynamic recreation programs and services that promote health and well-being for all;
Partnering with the community we serve.",45.4823838,-122.5886256,
yes,Jennie Birt,Jennie.Birt@portlandoregon.gov,Peninsula Park Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,700 N Rosa Parks Way,Portland,OR,97217,503-823-3620,https://www.portlandoregon.gov/parks/60415,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
Developing and maintaining excellent facilities and places for public recreation and community building;
Providing dynamic recreation programs and services that promote health and well-being for all;
Partnering with the community we serve.",45.5696625,-122.6739751,
yes,Mary Anny Thibeault,maryann.thibeault@portlandoregon.gov,Southwest Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,6820 SW 45th Avenue,Portland,OR,97219,503-823-2840,https://www.portlandoregon.gov/parks/60161,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
Developing and maintaining excellent facilities and places for public recreation and community building;
Providing dynamic recreation programs and services that promote health and well-being for all;
Partnering with the community we serve.",45.4757549,-122.7220743,
yes,Craig Ward,Craig.Ward@portlandoregon.gov,St. Johns Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,8427 N Central Street,Portland,OR,97203,503-823-3192,https://www.portlandoregon.gov/parks/60413,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
Developing and maintaining excellent facilities and places for public recreation and community building;
Providing dynamic recreation programs and services that promote health and well-being for all;
Partnering with the community we serve.",45.5922385,-122.7522457,
yes,Adam McGowan,adam.mcgowan@portlandoregon.gov,Woodstock Community Center,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,5905 SE 43rd Avenue,Portland,OR,97206,503-823-3633,https://www.portlandoregon.gov/parks/60414,"The mission of Portland Parks & Recreation is to help Portlanders play - providing the safe places, facilities, and programs which promote physical, mental, and social activity. We get people, especially kids, outside, active, and connected to the community. As we do this, there will be an increase in the wellness of our residents and the livability of our city. We accomplish this through:

- Establishing, safeguarding and restoring the parks, natural areas, public places, and urban forest of the city, ensuring that these are accessible to all;
- Developing and maintaining excellent facilities and places for public recreation and community building;
- Providing dynamic recreation programs and services that promote health and well-being for all;
- Partnering with the community we serve.",45.4797593,-122.618845,
yes,Sam Halzman,samual.holzman@touchstone.com,Touchmark Health and Fitness,Clubs Focused On Seniors,- Wellness,,Wellness.jpeg,Platinum,,,840 SW Touchmark Way,Portland,OR,97225,(503) 928-3428,https://www.touchmarkfitness.com/fitness/or/portland/west-hills/,"Holistically healthy – that’s the essence of Touchmark in the West Hills Health & Fitness Club in Portland, Oregon. We are proud to offer a boutique-style health and fitness center focused on encouraging lifelong activity with exercise that is fun, safe, and engaging. Our club is designed for you – the active adult age 50 or older wanting a fitness club that caters to your current phase of life. We’ve designed just that – no out-there programming, no intimidating hardbodies, just a thoughtful and welcoming wellness community. Be active. Live well. We are Touchmark in the West Hills Health & Fitness Club.",45.5131036,-122.759585,
yes,,info@studiobluepdx.com,Studio Blue Pilates,Pilates,- Wellness,,Wellness.jpeg,Platinum,,,2232 NW Pettygrove St #100,Portland,OR,97210,503-224-5073,https://studiobluepdx.com,"Studio Blue is a very special place.  Although we have achieved local and national acclaim for our classes and private instruction, we never lose sight of our mission to care for each and every one of you with an unmatched level of personalized service.  We strive to treat you like family, to ensure you are warmly welcomed, and to see that you always feel better when you walk out our door.  Studio Blue is your “third place” – that place where we always know your name, where we have earned your trust to care for your body and your well-being, and where you are a part of our Portland Pilates community of teachers, healers, family and friends. We’re passionate about helping you achieve your personal goals and honored that you chose us!",45.5324317,-122.6974702,
yes,,circle@kinespirit.com,Kinespirit Gyrotonic and Pilates Studio,Pilates,- Wellness,,Wellness.jpeg,Platinum,,,1231 NW 11th Ave,Portland,OR,97209,(503) 235-3556,kinespiritcircle.com,"Kinespirit Gyrotonic and Pilates studios strive to provide more than a great workout, more than a welcoming fitness community, more than a peaceful studio. We also come to work. We aspire to inspire our entire Kinespirit community. We aspire to inspire the broader Portland fitness community. All shapes and sizes. All ages and stages. Everyone is welcome into our studios - just know that we come to work.",45.5319685,-122.6826379,
yes,,geometryinfo@gmail.com,Geometry,Pilates,- Wellness,,Wellness.jpeg,Platinum,,,821 NW Flanders Suite 225,Portland,OR,97209,503.680.8591,http://geometrypilates.com/,"Experience our Pilates and Gyrotonic workouts, conveniently located in the heart of Portland’s Pearl District. Experience positive change through Pilates and Gyrotonic exercise—both mind/body techniques that benefit people of all ages and levels of fitness.",45.5259994,-122.6798462,
yes,,jessicacarlinlcsw@gmail.com,Jessica Carlin,Pyschologist,- Wellness,,Wellness.jpeg,,,,2106 NE 40th Ave,Portland,OR,97212,503-201-0915,http://www.jessicacarlinlcsw.com/,"I am a Licensed Clinical Social Worker in Portland, Oregon, providing individual psychotherapy to adolescents and adults. 
 ​
Therapy is a powerful and transformative tool. It's a collaborative process that people use for different purposes, such as exploring thinking and relational patterns, or emotional barriers. I see my role as supporting you in achieving personal growth and well-being. 
 
​I work with people to address a variety of issues, including:

- Healing depression and anxiety
- Strengthening relationships
- Recovering from trauma
- Addressing cultural, gender, or sexual identity issues
- Recovering from sexual abuse and intimate partner violence
- Improving self-esteem 
- Managing stress​
- Disordered eating and body image issues
- Life transitions, including medical issues
 
It's important to find a therapist with whom you're comfortable. I offer free 15 minute phone consultations to help determine if we're a good fit.",45.4615995,-122.7962777,
yes,,pearldistrict@purebarre.com,Pure Barre,Resistance Training,- Wellness,,Wellness.jpeg,Platinum,,,1124 NW 13th Avenue,Portland,OR,97209,1 (503) 894-8623,https://www.purebarre.com/location/portland-pearl-district-or,"Pure Barre is more than just a workout; it's a lifestyle. At Pure Barre, women and men share a sense of community that inspires and empowers each others' fitness and lifestyle goals.",45.531093,-122.6843451,
yes,,pearl@barre3.com,Barre3,Resistance Training,- Wellness,,Wellness.jpeg,Platinum,,,1000 NW Marshall St,Portland,OR,97209,503-206-8308,https://barre3.com/studio-locations/portland-pearl-district,No experience required. Our classes are designed to make everyone feel welcome and get a great workout,45.5306037,-122.6816394,
yes,,info@fitnessandfunction.com,Energy Fitness Concepts,Resistance Training,- Wellness,,Wellness.jpeg,Platinum,,,4804 NW Bethany Blvd. Suite 12 #167,Portland,OR,97229,503-267-1030,https://www.fitnessandfunction.com/home-fitness-care,"Keep the skills you have gained through physical therapy and further improve functional ability with Home Fitness Care. Without regular and consistent exercise the skills gained through physical therapy will be lost quickly and often leaves the individual with less function than prior to receiving physical therapy. 

Home Fitness Care is personalized exercise training delivered by a certified personal trainer with geriatric exercise experience two to three times a week exercise training at an ongoing basis. Consistent and ongoing appropriately supervised exercise is aimed at helping clients maintain skills gained through physical therapy and further improve in function and fitnes slow down age- and disease-related declines prevent falls and injury prevent frailty, muscle weakness, and instability improve mood, reduce pain, and feel better stay independent longer perform and execute exercises correctly and safely which is especially important with cognitive declines and memory problems avoid inactivity-related declines in functional ability and health add years to their life and quality of life to their years.",45.546893,-122.836685,
yes,,invalid@somnique.com,Somnique,Sleep Services,- Wellness,,Wellness.jpeg,Platinum,,,9450 SW Barnes Rd #140,Portland,OR,97225,503.688.5536,https://somnique.com/,"Somnique Health provides advanced, personalized care and comprehensive treatment for sleep apnea and the full range of sleep disorders affecting people of all ages — from school age to seniors. As a medical clinic devoted to sleep health, you will be treated by a board certified sleep specialist.
",45.5090294,-122.7748925,
yes,,invalid@westsidesleep.com,Westside Sleep Center,Sleep Services,- Wellness,,Wellness.jpeg,Platinum,,,"7450 SW Beveland St, ",Tigard,OR,97223,(503) 639-7000,http://www.westsidesleep.com/,"Everyone has an occasional sleepless or restless night. But, if snoring, restless legs or consecutive sleepless nights have become routine, it might be time to see a sleep specialist. Scott Fromherz, MD, founder of Westside Sleep Center, is a Stanford fellowship trained sleep physician with over seventeen years of experience in sleep medicine.
Dr. Fromherz treats all 81 sleep disorders, including sleep apnea, insomnia, restless legs, narcolepsy and sleepwalking. Whether you suffer from a common sleep disorder or a rare idiopathic hypersomnia, he has the expertise to diagnose and provide you with complete comprehensive care.
",45.4297408,-122.7537239,
yes,,invalid@ohsu.edu,OHSU Hatfield Research Center,Sleep Services,- Wellness,,Wellness.jpeg,Platinum,,,3250 S.W. Sam Jackson Park Road,Portland,OR,97239,503-494-6066,https://www.ohsu.edu/brain-institute/sleep-disorders,"At the OHSU Sleep Medicine Program, our specialists will listen to your symptoms and evaluate you for a sleep disorder. We offer therapies to help you get regular, refreshing sleep.",45.4990403,-122.6869129,
yes,, info@yoganwpdx.com,Yoga NW,Yoga,- Wellness,,Wellness.jpeg,Platinum,,,1901 NW 26th Ave,Portland,OR,97210,(503) 334-8461,https://www.yoganwpdx.com/,"Tranquil space for learning many styles of yoga, for beginner to advanced levels. At Yoga NW, our mission is to create a body positive, inclusive, and welcoming environment where yoga is accessible to all. We strive to create a healing and loving space where EVERYONE is welcome, valued, and celebrated.",45.536199,-122.70486,
yes,,jewelyogapdx@gmail.com,Jewel Yoga,Yoga,- Wellness,,Wellness.jpeg,Platinum,,,"1020 SW Taylor, Ste. 780",Portland,OR,97205,(503) 227-5524,https://www.jewelyogapdx.com/,"Iyengar Yoga emphasizes proper alignment of the body, and it encourages the use of props (blocks, straps, blankets and chairs) to help students safely attain the maximum benefits of yoga. It is an excellent practice for students of any age or ability.",45.5187249,-122.6833692,
yes,,or-bridgeportvillage@corepoweryoga.com,Corepower Yoga,Yoga,- Wellness,,Wellness.jpeg,Platinum,,,7497 SW Bridgeport Road,Tualatin,OR,97224,503.206.0650,https://www.corepoweryoga.com/,"We believe in working every muscle and every emotion. Our classes, our instructors and our network of over 200 yoga studios nationwide welcome you when you’re ready for a yoga fitness experience like no other.",45.3939547,-122.7538882,
yes,Elma Friend,Info@wvbeneifts.com ,Willamette Valley Benefits Inc,Medicare,- Benefit Programs,,Benefits.jpeg,Gold,,logo_wvbenefits.png,6400 SE Lake Rd #210,Milwaukie,OR,97222,503-659-5566 ,www.wvbenefits.com,"Willamette Valley Benefits is an independent health and insurance agency. Our mission is to educate our clients about their options so they can choose the plan that fits them the best. We advocate for our clients and assist them with insurance related questions or issues that concern them. With multiple insurance companies in the area, it can be overwhelming to review all the plans offered and then determine which plan best fits your individual needs. At WVB we work directly with individuals, such as yourself to reduce your workload during this process. This service is at no cost to you and allows you the confidence that someone is there to help. Our clients refer many of their friends and families to us because they appreciate our approach to purchasing health insurance.

Services List:

- Medicare
- Health Insurance
- Travel Insurance
",45.4279663,-122.5982212,yes
yes,,foundation@portland5.org,Portland'5 Centers for the arts,Arts / Music,- Out and About,,outandabout.jpeg,,,,1111 SW Broadway,Portland,OR,97205-2913,503.248.4335,https://www.portland5.com/,"We bring over 1,000 music, theater, dance, and lecture performances to Portland each year because we know that art matters. Art brings joy, inspires the mind, and unites communities. Art changes lives.
 
As the 5th largest performing arts center in the U.S., we are national leaders in keeping art and culture thriving. Our five venues draw over one million patrons to downtown Portland’s Cultural District and generate an average of $60 million in regional spending every year. With the help of Metro and the Metropolitan Exposition Recreation Commission, we are able to connect with the public to offer the performances that are most valuable to our community.",45.262592,-122.696901,
yes,,mac@portlandoregon.gov,Multnomah Arts Center,Arts / Music,- Out and About,,outandabout.jpeg,,,,7688 SW Capitol Highway,Portland,OR,97219,(503) 823-2787),https://www.multnomahartscenter.org/,"The Multnomah Arts Center (MAC) provides excellent arts education in the visual and performing arts at an affordable cost to students of all ages. We offer programs in music, movement, dance, theater, woodshop, literary arts, conditioning, metal arts, mixed media, printmaking, drawing, painting, photography, ceramics, sculpture, textiles, and more. Programs run year-round, and scholarships are available.
 Along with our vibrant arts education program, MAC hosts theatre, music & dance performances, gallery exhibitions, and other special events.",45.4311381,-122.5455571,
yes,,info@pdxmetroarts.org,Portland Metro Arts,Arts / Music,- Out and About,,outandabout.jpeg,,,,9003 SE Stark St,Portland,OR,97216-1664,503-408-0604,https://www.pdxmetroarts.org/,"Welcome to Portland Metro Arts! We invite you to browse through the menus above and explore the many classes, camps, workshops, performances, and opportunities available at PMA throughout the year! If you have any questions, please don't hesitate to call or email us. We are always happy to help.",45.5225679,-123.084914,
yes,,info@cathedralparkarts.org,Cathedral Park Performing Arts,Arts / Music,- Out and About,,outandabout.jpeg,,,,8426 North Lombard Street,Portland,OR,97203,971-350-8383,https://cathedralparkarts.org/,"Cathedral Park Performing Arts Collective (CPPAC) is a non-profit organization serving greater St. Johns and surrounding north Portland communities. CPPAC offers music & theatre arts classes, ensembles, and workshops that convey principles of self-determination.
 
 CPPAC operates on the belief that self-determination, a sense of freedom and motivation to do what is interesting, personally important, and vitalizing, is instrumental to the creative process and a key component to achieving one’s goals.
 
 Through passion, practice, and the art of performance, life-long learners at every stage can enjoy the benefits of the arts through our programming at CPPAC. From our Tadpoles Music & Movement classes to our Adult Improv classes, we strive to offer engaging classes for everyone with ample opportunities to showcase skills and growth through community performances. Great emphasis is placed on performance, as performing is a powerful learning tool and an effective means towards a healthier spiritual, academic, and social life. It requires effective communication, collaboration, and respect of the process of creating something together.",45.5111671,-122.4157833,
yes,,booking@albertarosetheatre.com,Alberta Rose Theatre,Arts / Music,- Out and About,,outandabout.jpeg,,,,3000 NE ALBERTA STREET,PORTLAND,OR,97211,503.719.6055,https://albertarosetheatre.com/,"After over 20 years of being closed to the public, the Alberta Rose Theatre has reemerged as Portland’s premier setting to experience acoustic music, art house films and live performances.

Located in the heart of the eclectic Alberta Arts District, the Alberta Rose originally opened as a motion picture house in 1927 and showed films until it closed in 1978. The theatre has 300 fixed seats and radiates the serene feeling of a Spanish-Colonial courtyard. The Alberta Rose is a mid-size, seated listening room where the audience can enjoy excellent lines of sight, outstanding acoustics and where every seat feels close to the stage and
the artist.

We offer a full bar selection and an assortment of regional beer, wine, champagne, and non-alcoholic beverages. We feature Pacific Pie Company’s handmade Australian style hand-pies, vegan pizza rolls and an excellent assortment of sweets and snacks to enjoy during the show.
 If you want exceptional food and drinks, and a warm, unpretentious and intimate setting to enjoy your favorite artist or film, come join the ranks of those who have delighted in the beauty and charm of this historic building for more than 80 years.",45.419512,-122.7223605,
yes,,hello@sortly.com,Sortly,Cataloging / Inventory,- Living Transitions,,livingtransitions.jpeg,,,,314 Sea Cliff Ln,Redwood City,CA,94065,(415) 649-3140,https://www.sortly.com/,"Sortly was born in 2012 as a passion project by our founder Dhanush, to empower people to live a more organized life. The first version of the app, originally named “My Things – Where Are They?” became an instant hit on iOS — racking up 25,000 downloads in days.
 
Over the next few years, Dhanush led a number of Silicon Valley teams by day and grew the app by night, eventually relaunching it under the Sortly brand. Since then, it has helped hundreds of thousands of people worldwide organize more than 5 million items, and has been featured by ABC, FOX, NY Times and Forbes. Today, Sortly is the leading inventory app on iOS and Android.
 
We launched Sortly Pro in Feb 2018 to help businesses solve the unique challenges they face in managing their inventory. In only a short time, we are are now trusted by 1000’s of businesses, from small companies to large corporations.
 
So what’s next for Sortly? We aspire to add greater value to the lives of businesses and individuals by continuing to develop an easy-to-use “hub” to manage physical things. All while keeping our core brand values of simplicity, reliability and security at the forefront.",45.4751988,-122.8271757,
yes,,hello@mementodatabase.com,momento Database,Cataloging / Inventory,- Living Transitions,,livingtransitions.jpeg,,,,300 SE 103rd Dr,Portland,OR,97202,,https://mementodatabase.com/,Track and organize anything with the extremely customizable database for Android & Desktop,45.4401866,-122.726335,
yes,,catalog@oregonstate.edu,Oregon State University,Education,- Education and Training,,education.jpeg,,,,1500 S.W. Jefferson Avenue,Corvallis,OR,97331,541-737-4331,https://catalog.oregonstate.edu/,"There are answers everywhere. That’s why Oregon State University goes out there.  Oregon State is an international public research university that draws people from all 50 states and more than 100 countries. We go wherever the challenges are, push ourselves to the very edge of what’s known and keep going. We are determined to forge solutions. We are diverse and welcoming. We embrace our responsibility to Oregon and the world, building a future that’s smarter, healthier, more prosperous and more just. We see what could be and have worked relentlessly for 150 years to make it so.",45.5193117,-122.5710793,
yes,,cpe@uoregon.edu,University of Oregon,Education,- Education and Training,,education.jpeg,,,,"975 High Street, Suite 110",Eugene,OR,97401,541-728-0685,https://continue.uoregon.edu/,"University of Oregon Continuing and Professional Education (CPE) connects UO with regional communities. Working in partnership with UO schools and colleges, selected vendors, and national credentialing associations, we serve the public by enabling learning outside of the traditional university setting.

You do not have to be an admitted student at the University of Oregon to explore what Continuing and Professional Education has to offer. Individuals can access vibrant professional development opportunities, lifelong learning enrichment courses, and community engagement activities that serve over 5,000 participants annually.

Continuing and Professional Education programs are self-support and fee-based; they do not use state dollars. CPE reports to the Division of Student Services and Enrollment Management.",45.5896139,-122.7536167,
yes,,enroll@pcc.edu,Portland Community College,Education,- Education and Training,,education.jpeg,,,,PO Box 19000,Portland,OR,97280-0990,971-722-6111,https://www.pcc.edu/,"As the largest post-secondary institution in Oregon, PCC serves nearly 73,000 full-time and part-time students. We offer high-quality education and opportunities for our students, which in turn contributes to the vibrancy of Portland's economic community.

We aim to educate a skilled workforce, prepare students to successfully transfer to four-year schools, enrich the community through lifelong learning, build a greener workforce and shrink our carbon footprint, and be a sound financial steward of public dollars.",45.558948,-122.6347238,
yes,,lbissen@pdx.edu,Portland State University,Education,- Education and Training,,education.jpeg,,,,1825 SW Broadway,Portland,OR,97201,800-547-8887,https://www.pdx.edu/,"The Senior Adult Learning Center (SALC) was established in the 1970s as a part of PSU’s Institute on Aging, one of the multidisciplinary research and educational organizations in the College of Urban and Public Affairs. To facilitate and encourage lifelong learning, SALC helped older adults register to audit courses on a no-charge basis if space was available and the instructor approved.

In 2010, Oregon House Bill 2011 was passed, requiring state institutions of higher education to waive tuition for any course audited by Oregon residents 65 years of age or older if space is available in the course and the instructor of the course approves. HB 2011 provides no funding; SALC’s costs are covered by donations from auditors and by in-kind contributions from the Institute on Aging and the College of Urban and Public Affairs.

There are now about 1,200 Senior Auditors enrolled in the program, and during any given term, about 600 auditors attend classes. Over 50 percent of participants say that auditing is central to the way they spend their time and that they schedule other activities around their classes. A common response is, “Auditing is wonderful—such a good way to keep seniors engaged with PSU and to keep our brains",45.5332773,-122.5504997,
yes,,adrc.webmessages@state.or.us,Aging and Disability Resource Connection of Oregon,Financial,- Caregiver Support,,CaregiverSupport.jpeg,,,,"Five Oak Building, DCHS Director, Ste 510, 209 SW 4th Ave s office",Portland,OR,97204,541-889-7651,https://adrcoforegon.org/,"When you are looking for information about services to address aging or disability needs, the Aging and Disability Resource Connection (ADRC) of Oregon can help you learn about local public and privately paid options. The ADRC has trained professional staff who can help you and your family with immediate needs, or help you plan for the future.",45.5208103,-123.1229306,
